 GE Medical 
 VISIOMED
3AHEALTH CARE
Abbot
Accuro Sp. z o.o.
ACCUVEN
Acutronic
ADAMS INSTRUMENTEM
Adverti
Aeromedica
Aesculap
AGA LABOR
AGA Labor
AGA LABOR
AGFA
Aiv Shelds
AJL Elektronik
Alpina
ANGA
ANMEDIQ
Arcoma 
ARMED
ARTEMA MEC A/S
ARTROMOT
ASCOR
ASCOR MED.
ASCOR sa
ASCOR SP Z.O.O
Ascor sp z.oo
ASCULAP
ASPEL
ASTAR ABK
ATOM
Ax Medi Tec
Baar Switzerland
Baxter
Bayer
Bayer/Medrad
Berner International
Biameditek
Biazet
Bili Chack System
BIO-RAD
BioLight Meditech
BioMedicTEK
Biotron AG
Biotronik
Boc Ohmeda
Boscard
BOSTON
BRAEL
brak
Braun
Bruker
BTL Polska
Canon
Carl Zeiis
Carl Zeiiss
Carl Zeiss
Ch-m Lewiatic
Cheinon
Cheiron
Cherion
ChM
CHOYANG
Clayton
Cleantop
Consultronic
CRYO-FLEX
CTL W-wa
D.O.R.C
DATEKS-OHMEDA
Datex
Datex Ohmeda 
Devicir Medical
Devilibris
Diahem
Diirr Dental
DM SOFTUARE
Draeger
Drager
Drager Babytherm 8000
Drager Medical AG
Drager-Medical
Dremed
DRGEM
Dutchmed
East Sp. z o.o. - Knurów
ECONET
Edam
EDAN
Edan
EDAN
Edwards Lifesciences
EEG Instytut
EiE Otwock
Elecsystem
Elektromed
Elektromontaż 
ELTA
EM-MED.
EMILDUE
Emtel
Emtel - Zabrze
Er med.
ERBE
Erbe
ERBE
Erbe
ERBE
Erbe
ERES MEDICAL
Esoate
EZONO AG
FAMED
Famed
FAMED
Famed
Famed -Łódz
Famed Łódź
FAMED Łódź
FAMED ŁÓDŻ SA
Famed Żywiec
FAMED ŻYWIEC
Famed Żywiec
FAMED ŻYWIEC
Famed Żywiec
FAMED-1
Famed-1
Famed-Łódź
Famed-Żywiec
FAMED, S.A.
FARUM
Farum 
Ferno
Ferno / Italia
FIAB
FIAB 
Firma Newport-Medical
Fisher Paykel Healthcare
Fisher&Paykel Healthcare
FISKARS
Flaem Nuova Spa
FMC
Forel Medical
FORMED
Franke-Finland
Fresenius Vial
FREY
FujiFilm
GCE
GE
GE 
GE HEALTHCARE
GE Healthcare Datex-Ohmeda
GE Medical
GE MEDICAL Systems 
GE Medikal
Gender
GENIUS
Germany
Getinge- Castle
GLOBUS
Hall
Hamilton
Hand Prod
Hawo-Niemcy
Healthcare LMT
Healthcare Marceting
HEINE
HELLIGE
Hewlett Packard
Hill-ROM Air Shields
HM Lewicki
HME 
HUNTLEIGM 
HWK Mediteknik
IBA Dosimetry
IINSTANBUL MEDIK
Iner Asame
Instalcompact-serwice
INSTEL
Interforn
Itam
JAS MFG
Johnson & Jonhson
Kan-Med 
Karl Słorz
Karl Słorz /Erbe
KEELER
KELLER
KEN
Kendal
Kendro
KendroMed
KETTLER
KINESIS
Kodak Trophy
KONKRET
Leica
Life Systems
LINAK
Lorad Hologie
M4Medical
MAGVET
MAQUET
Maquet/Philips
Marodent
Marrodent
Masimo
Mcrolife
MDOS
MDT
Mech. Instr.Sp.Prac.
Medela
Medela/Intertom
Medelvine
Meden Inmed
MEDEN-INMED
Meden-Inmed
MEDIAN
Median intertom
Medical
Medical 
Medical General
Medico Technik
Medico Teknik
Medico Teknik 
Medico Teknik-Denmark
Medima sp.zoo
MEDineb
Medrad 
Medtronic
MedTronik Poland
MELAG
MERLIN MEDICAL
Metrium Cryo Fleex
Mettler-Electronocs
Micfolife
Microlife
MicromGm6h
MicromGmbh
Mikrom
Mindray
MINDRAY
MIR
Mitsubishi
Moller- Wedel
Mõller-Wedel
Monitor Med.
MPM
MPW
MRDineb
multitech 3g
Myndrai
Natus Medical INC USA
NEFMED Termometr Import
Nikon Eclips
Nokia
Nonin
Norar Medical
Novametrix
Novametrix 
Novametrix/ w pasz. Medical Systems
Nutrica
NUTRICA
Nutrica
O-TWO Medical
OGARIT
Ogarit
Olimpus
Olympus
Optec-Zakł Doświad - Prod
OPTOTECH
Oseate
Oticon
Oxford
OXFORD DM Softfare
OXY PHARM
Paramedica
Pari Werk GmbHGermany
Pchysio Control
PEM W-wa
Philips
Philpps
PHILPS
Philps
Physio Control
Pmt
Pneu-pac
Pneu-Pac
POLAR
Polar
POLAR
PolEco Aparatura
Polon Poznań
Polskie Zakł. Optyczne
Promed
PROMED
Promed
Puritan
PZO Polska
Quantel Medical 
Radiometr
RADWAG
Radwag
RADWAG
REHA FUND
Reha Pol
Reister
Respivent
REVITA
Revita
RMB System
S&W
SA Bolarus
Samsung
SAW-Medico-TECNIC
Sawer
Scican
SECA
Seca
SECA
SG Manifaactur
Sharp
Shenzhen Mindraj Bio-Medical
Shimadzu
Siemens
Siemens 
SILON
Simens
Sino Medical
Skamex
Smith&Nephew HD
Smiths-Medical
SMS
Smths-Medical
Sony
Steel CO
Stephan /Niemcy/
Stigel Meyier
Stollenwerk
Stollenwerk&Cie. GmbH
Stolter
STOLTER
STRYKER
Stryker
STRYKER
Stryker
SUINSA
Sumer - Opole
SYNEKTIK
Tech Med.
TECH-MED.
TECHMED
Tehand
Temed
TERMMO
TERUMO
Terumo/Efmed
TESTO
The 37 Company
Thermo Flash
Thermo flesh
THERMO Scen
TOMEY
Toshiba
Toshiba/ STIEGELMEYER-FAMED
Trophy 
Trumpf
UIASYS
Ultra V. Łódź
Ultra Viol
ULTRA-VIOL
Unidrive
Unimed Bydgoszcz
USA Corometriks
Vapotcherm
Varian Medical Systems
VBM Medizintechnik GmbH
VEINMAN
Vermeiren
VESTFROST
Vickers Air-Shields USA
Videomed
Viessman
VIRIDIAN POLSKA
VISIOMED
VOLKER
Whirlpol
Whirpool
Włochy
Wolf
WOOODPECKER
ZAISS
Zakłady automatyki”Polna” S.A
Zalimp
Zanussi
ZEISS
Zem W-wa
Zimmen
ZIMMER
ZOLL
ZOLL/ w paszp. Zoll Medical Corporation 
ZSRR
ZZ SD Polar Wrocław
Żagań
